# Region type : patch node2U_4_Outlet_0
#   Faces  : 148
#   Area   : 1.734596e-02
#        Time	areaAverage(T)
     0.999427	3.001500e+02
      2.00049	3.001500e+02
      3.00031	3.001495e+02
      3.99974	3.001494e+02
     4.999837	3.001498e+02
      6.00101	3.001499e+02
     7.000448	3.001500e+02
     8.000372	3.001500e+02
     9.000012	3.001500e+02
   10.0011397	3.001499e+02
   11.0005122	3.001918e+02
   12.0006238	3.002335e+02
   13.0011019	3.002751e+02
   13.9997165	3.003165e+02
 14.999604052	3.003577e+02
 15.999490241	3.003988e+02
 17.001242034	3.004398e+02
 17.999852633	3.004805e+02
 18.999857436	3.005211e+02
20.00122727884	3.005615e+02
21.00187381584	3.006018e+02
22.00100414889	3.006420e+02
23.0010626149	3.006820e+02
24.00180356975	3.007219e+02
24.9999180576697	3.007615e+02
26.0014655973005	3.008011e+02
27.0009446320218	3.008406e+02
28.0017189928096	3.008799e+02
29.0005905025437	3.009191e+02
30.0001212256994272	3.009581e+02
30.9998048589166615	3.009970e+02
32.0021762548089939	3.010358e+02
33.0009351351164995	3.010744e+02
33.9993080319129248	3.011128e+02
35.0007987440267243	3.011512e+02
35.999935570682382	3.011895e+02
37.0002447568198818	3.012280e+02
38.0020517639380699	3.012665e+02
39.0021047205999594	3.013051e+02
39.9997539688104951	3.013437e+02
41.0006589550067986	3.013824e+02
42.0013813879337903	3.014211e+02
43.0017735096845684	3.014597e+02
43.9991849473790921	3.014980e+02
45.0003329032256971	3.015363e+02
45.9999068492484824	3.015743e+02
47.001536957485051	3.016124e+02
47.9991641281142023	3.016501e+02
49.0021317394396689	3.016879e+02
50.0009463053672505	3.017253e+02
51.0012666370886478	3.017627e+02
51.9998322094374927	3.017999e+02
52.9996753530399971	3.018371e+02
54.0007422711055582	3.018741e+02
54.9998679043009489	3.019110e+02
56.0000714899313863	3.019478e+02
57.0012666658164022	3.019846e+02
58.0001899337214937	3.020212e+02
58.9996004203221318	3.020578e+02
59.9991236109394279	3.020943e+02
61.0014552580688658	3.021309e+02
61.9999507022612235	3.021673e+02
63.0004219672197294	3.022037e+02
63.9995194435486567	3.022400e+02
65.0003556224504706	3.022763e+02
66.0000361794755719	3.023125e+02
67.001887377399612	3.023488e+02
68.0000065359423758	3.023848e+02
69.0007263708385352	3.024209e+02
70.0010828434766097	3.024569e+02
71.0011308160644177	3.024928e+02
72.0010657830553242	3.025287e+02
73.0011594507886201	3.025645e+02
74.0010423929848571	3.026002e+02
74.9999534897155655	3.026359e+02
76.0005492403212486	3.026715e+02
76.9995770635736392	3.027071e+02
78.0002485694065797	3.027426e+02
78.9995834115051707	3.027781e+02
80.0006023391171937	3.028135e+02
81.0000315951638044	3.028488e+02
82.0004067459523469	3.028841e+02
83.0017178852837816	3.029193e+02
84.0013241745725452	3.029544e+02
84.9995909994996879	3.029894e+02
85.9997634074401986	3.030244e+02
87.0020461965104488	3.030594e+02
88.0006674088208882	3.030941e+02
89.0018544823108897	3.031289e+02
89.9998161821016822	3.031635e+02
91.0007625519268686	3.031982e+02
92.0018377502737508	3.032328e+02
93.0000923171710951	3.032672e+02
94.0015321602183462	3.033017e+02
95.0002779543519154	3.033361e+02
95.9992979485388247	3.033703e+02
97.0016130797858978	3.034047e+02
98.0012359507447854	3.034389e+02
99.0011565037065537	3.034730e+02
100.001341885630765	3.035071e+02
101.001743248606445	3.035412e+02
101.99928296452731	3.035751e+02
102.999917386210626	3.036091e+02
104.000496689142608	3.036430e+02
105.000863757907709	3.036769e+02
106.000845363239279	3.037107e+02
107.000250191257649	3.037444e+02
108.001970911651242	3.037782e+02
108.999952325312094	3.038118e+02
110.000285452353893	3.038455e+02
111.000066931614725	3.038791e+02
111.999600382166875	3.039126e+02
112.999337151135848	3.039461e+02
113.9997698736438	3.039796e+02
115.001378027942778	3.040130e+02
116.001770300293103	3.040464e+02
117.001653593576464	3.040797e+02
118.001046177865348	3.041130e+02
118.999684004199594	3.041461e+02
120.00052278213569	3.041793e+02
121.000374583798148	3.042124e+02
121.999348928442913	3.042454e+02
123.000517969016542	3.042784e+02
124.00081552540631	3.043113e+02
125.000090042359716	3.043442e+02
126.001292042010718	3.043770e+02
127.001177421408627	3.044098e+02
127.999570074465595	3.044425e+02
128.999445625667022	3.044751e+02
130.00074597468074	3.045078e+02
131.000311770203012	3.045403e+02
132.001147958866653	3.045728e+02
133.000062069143127	3.046052e+02
134.000012802756146	3.046376e+02
135.000741042250809	3.046700e+02
136.002013908372845	3.047022e+02
137.000598606341782	3.047344e+02
137.999511013812736	3.047665e+02
139.001814551015428	3.047986e+02
140.001311036373238	3.048306e+02
141.001113987129486	3.048624e+02
142.001025535356888	3.048942e+02
143.000741370303018	3.049259e+02
144.000104315494326	3.049574e+02
144.999195410391962	3.049889e+02
146.001322734456323	3.050203e+02
147.000345261960405	3.050515e+02
147.999500015362372	3.050825e+02
149.002051522493304	3.051136e+02
150.001795079176958	3.051443e+02
151.001898572839906	3.051750e+02
151.999389888575053	3.052055e+02
153.000535291621787	3.052359e+02
154.00211074591067	3.052663e+02
155.000792355030114	3.052964e+02
155.999484108062632	3.053264e+02
157.001187348315909	3.053563e+02
157.999616357581601	3.053860e+02
159.000877463324798	3.054157e+02
160.001509151923443	3.054453e+02
161.001332418180425	3.054747e+02
162.000390958998082	3.055041e+02
163.001895104548367	3.055333e+02
163.999581954365425	3.055624e+02
164.999802795413984	3.055914e+02
165.99952398718321	3.056202e+02
167.002106103982783	3.056490e+02
168.001678340149027	3.056775e+02
169.001691029210832	3.057059e+02
169.999295220681347	3.057341e+02
171.001011018967404	3.057623e+02
172.000854601078032	3.057903e+02
173.001726270302441	3.058183e+02
174.000084079832391	3.058460e+02
175.001987395288211	3.058738e+02
176.00101104567716	3.059014e+02
177.000245223879006	3.059289e+02
178.002770115093398	3.059567e+02
179.002253576211984	3.059841e+02
180.001876604371603	3.060116e+02
181.001693906140076	3.060390e+02
182.001164777802018	3.060664e+02
183.002941849998393	3.060938e+02
184.000615357282129	3.061211e+02
185.000873306827543	3.061485e+02
186.001299445049881	3.061759e+02
187.002266321453874	3.062033e+02
188.000794538116622	3.062306e+02
189.0031186992953	3.062579e+02
190.002959966323942	3.062852e+02
191.002613747371726	3.063125e+02
192.000625015376272	3.063397e+02
193.003334956586372	3.063672e+02
194.001638199605623	3.063945e+02
195.001786419251886	3.064220e+02
196.002694430367967	3.064495e+02
197.002834094887078	3.064771e+02
198.002096499151548	3.065047e+02
199.002538698758173	3.065323e+02
200.001640226495937	3.065598e+02
201.002646387517046	3.065874e+02
202.002953915048465	3.066149e+02
203.002885705748781	3.066423e+02
204.0020533927526	3.066697e+02
205.002705458888983	3.066970e+02
206.00115760294068	3.067243e+02
207.00337860261692	3.067515e+02
208.002546420542728	3.067786e+02
209.001339982254024	3.068055e+02
210.002420533091708	3.068325e+02
211.001971411078756	3.068593e+02
212.002944468339479	3.068860e+02
213.00214623070309	3.069126e+02
214.002140407383166	3.069390e+02
215.003362274554689	3.069654e+02
216.003562713325152	3.069916e+02
217.002193451384102	3.070177e+02
218.002471063980408	3.070436e+02
219.001890676023208	3.070693e+02
220.003546270447714	3.070949e+02
221.001572110975786	3.071203e+02
222.002679856759073	3.071456e+02
223.003548780292391	3.071707e+02
224.004032185234792	3.071957e+02
225.001731167136541	3.072206e+02
226.002971155232785	3.072454e+02
227.001650650961778	3.072701e+02
228.00150726334104	3.072947e+02
229.002897545789381	3.073193e+02
230.002322870811724	3.073438e+02
231.00271171277447	3.073683e+02
232.001229519300267	3.073927e+02
233.003787181863231	3.074171e+02
234.003893278566352	3.074415e+02
235.001657717043742	3.074657e+02
236.003389737256583	3.074899e+02
237.002906448583332	3.075141e+02
238.003223626172712	3.075382e+02
239.004250414209537	3.075623e+02
240.00281269277761	3.075862e+02
241.001975408375557	3.076101e+02
242.001701472236249	3.076340e+02
243.001885819211424	3.076577e+02
244.002366169441615	3.076814e+02
245.003121801604038	3.077051e+02
246.004118267257553	3.077286e+02
247.001962811579887	3.077519e+02
248.002661903911871	3.077753e+02
249.002847787099654	3.077985e+02
250.002371141882492	3.078216e+02
251.001503722442237	3.078446e+02
252.003720046600648	3.078676e+02
253.002135352000494	3.078904e+02
254.002714351167754	3.079132e+02
255.003300281271834	3.079359e+02
256.003821607171801	3.079586e+02
257.003033575679694	3.079811e+02
258.001309642092679	3.080036e+02
259.003273576267873	3.080262e+02
260.001743111227427	3.080486e+02
261.00167787362949	3.080710e+02
262.00148187520233	3.080933e+02
263.00202448056848	3.081156e+02
264.001465770384186	3.081383e+02
265.002785484923152	3.081605e+02
266.001791078854069	3.081826e+02
267.000987404578325	3.082047e+02
268.001646748974679	3.082267e+02
269.001844271256459	3.082487e+02
270.002933936694717	3.082706e+02
271.003021395887288	3.082924e+02
272.001486898487656	3.083141e+02
273.000623986228561	3.083357e+02
274.000220101999389	3.083573e+02
275.001237473646427	3.083788e+02
276.001933367492313	3.084002e+02
277.000998493565248	3.084216e+02
278.002488825234138	3.084429e+02
279.002548369941962	3.084641e+02
280.000600376680779	3.084852e+02
281.002331992830307	3.085064e+02
282.000291137123668	3.085274e+02
283.000474433799866	3.085484e+02
284.00026948262132	3.085693e+02
285.00326163117677	3.085903e+02
286.00305149944262	3.086111e+02
287.002400622196035	3.086319e+02
288.001578713004164	3.086526e+02
289.000861405746548	3.086733e+02
290.002991078781065	3.086940e+02
291.001720192664834	3.087145e+02
292.000549129928345	3.087351e+02
293.002523379600291	3.087556e+02
294.001126864254388	3.087761e+02
295.002741242927186	3.087965e+02
296.001582734677186	3.088169e+02
297.000366890081011	3.088373e+02
298.001998022842372	3.088576e+02
299.000786191502016	3.088779e+02
300.002888778427575	3.088982e+02
301.001720932464593	3.089184e+02
302.000534233209521	3.089386e+02
